date,year,quarter,clean_sector,raw_variable,source_file,value
2010-03-31,2010,1,Accommodation & Food Services,      Food & Beverage Services,gdp_deflators_by_industry_quarterly.csv,86.7
2010-03-31,2010,1,Accommodation & Food Services,  Food & Beverage,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",417.0
2010-03-31,2010,1,Admin & Support Services,      Administrative & Support Services,gdp_deflators_by_industry_quarterly.csv,89.1
2010-03-31,2010,1,Admin & Support Services,      Public Administration & Defence,gdp_deflators_by_industry_quarterly.csv,82.0
2010-03-31,2010,1,Arts & Recreation,"      Arts, Entertainment & Recreation",gdp_deflators_by_industry_quarterly.csv,87.4
2010-03-31,2010,1,Arts & Recreation,"  Sightseeing, Entertainment & Gaming","Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",219.0
2010-03-31,2010,1,Construction,    Construction,gdp_chained_2015_by_industry_quarterly.csv,3636.2
2010-03-31,2010,1,Construction,    Construction,gdp_chained_2015_by_industry_quarterly_sa.csv,3650.5
2010-03-31,2010,1,Construction,    Construction,gdp_chained_2015_by_industry_yoy_growth.csv,10.4
2010-03-31,2010,1,Construction,    Construction,gdp_deflators_by_industry_quarterly.csv,100.2
2010-03-31,2010,1,Cross-Border / Trade Partner,    Australia,International Visitor Arrivals By Place Of Residence.csv,208607.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Bangladesh,International Visitor Arrivals By Place Of Residence.csv,21235.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Belgium & Luxembourg,International Visitor Arrivals By Place Of Residence.csv,6085.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Brunei Darussalam,International Visitor Arrivals By Place Of Residence.csv,15076.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Canada,International Visitor Arrivals By Place Of Residence.csv,20332.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    China,International Visitor Arrivals By Place Of Residence.csv,330006.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Denmark,International Visitor Arrivals By Place Of Residence.csv,10823.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Egypt,International Visitor Arrivals By Place Of Residence.csv,1000.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Finland,International Visitor Arrivals By Place Of Residence.csv,5286.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    France,International Visitor Arrivals By Place Of Residence.csv,32043.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Germany,International Visitor Arrivals By Place Of Residence.csv,59472.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Hong Kong SAR,International Visitor Arrivals By Place Of Residence.csv,70564.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    India,International Visitor Arrivals By Place Of Residence.csv,157431.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Indonesia,International Visitor Arrivals By Place Of Residence.csv,483597.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Iran,International Visitor Arrivals By Place Of Residence.csv,15845.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Israel,International Visitor Arrivals By Place Of Residence.csv,3449.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Italy,International Visitor Arrivals By Place Of Residence.csv,12454.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Japan,International Visitor Arrivals By Place Of Residence.csv,130252.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Kuwait,International Visitor Arrivals By Place Of Residence.csv,1498.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Malaysia,International Visitor Arrivals By Place Of Residence.csv,218377.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Mauritius,International Visitor Arrivals By Place Of Residence.csv,3056.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Myanmar,International Visitor Arrivals By Place Of Residence.csv,17095.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Netherlands,International Visitor Arrivals By Place Of Residence.csv,19692.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    New Zealand,International Visitor Arrivals By Place Of Residence.csv,18475.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Norway,International Visitor Arrivals By Place Of Residence.csv,10044.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In Africa,International Visitor Arrivals By Place Of Residence.csv,5787.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In Americas,International Visitor Arrivals By Place Of Residence.csv,7090.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In Europe,International Visitor Arrivals By Place Of Residence.csv,35331.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In Greater China,International Visitor Arrivals By Place Of Residence.csv,3993.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In North Asia,International Visitor Arrivals By Place Of Residence.csv,166.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In Oceania,International Visitor Arrivals By Place Of Residence.csv,3091.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In South Asia,International Visitor Arrivals By Place Of Residence.csv,6315.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In Southeast Asia,International Visitor Arrivals By Place Of Residence.csv,8515.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Other Markets In West Asia,International Visitor Arrivals By Place Of Residence.csv,3252.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Pakistan,International Visitor Arrivals By Place Of Residence.csv,4539.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Philippines,International Visitor Arrivals By Place Of Residence.csv,109173.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Rep Of Ireland,International Visitor Arrivals By Place Of Residence.csv,5545.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Russian Federation,International Visitor Arrivals By Place Of Residence.csv,17565.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Saudi Arabia,International Visitor Arrivals By Place Of Residence.csv,1916.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    South Africa (Rep Of),International Visitor Arrivals By Place Of Residence.csv,7845.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    South Korea,International Visitor Arrivals By Place Of Residence.csv,99139.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Spain,International Visitor Arrivals By Place Of Residence.csv,7389.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Sri Lanka,International Visitor Arrivals By Place Of Residence.csv,14879.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Sweden,International Visitor Arrivals By Place Of Residence.csv,12830.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Switzerland,International Visitor Arrivals By Place Of Residence.csv,18663.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Taiwan,International Visitor Arrivals By Place Of Residence.csv,48469.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Thailand,International Visitor Arrivals By Place Of Residence.csv,79604.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    USA,International Visitor Arrivals By Place Of Residence.csv,103804.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    United Arab Emirates,International Visitor Arrivals By Place Of Residence.csv,10564.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    United Kingdom,International Visitor Arrivals By Place Of Residence.csv,146572.0
2010-03-31,2010,1,Cross-Border / Trade Partner,    Vietnam,International Visitor Arrivals By Place Of Residence.csv,60925.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  Africa,International Visitor Arrivals By Place Of Residence.csv,17688.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  Americas,International Visitor Arrivals By Place Of Residence.csv,131226.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  Europe,International Visitor Arrivals By Place Of Residence.csv,399794.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  Greater China,International Visitor Arrivals By Place Of Residence.csv,453032.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  North Asia,International Visitor Arrivals By Place Of Residence.csv,229557.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  Oceania,International Visitor Arrivals By Place Of Residence.csv,230173.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  South Asia,International Visitor Arrivals By Place Of Residence.csv,204399.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  Southeast Asia,International Visitor Arrivals By Place Of Residence.csv,992362.0
2010-03-31,2010,1,Cross-Border / Trade Partner,  West Asia,International Visitor Arrivals By Place Of Residence.csv,36524.0
2010-03-31,2010,1,Education & Health,      Education,gdp_deflators_by_industry_quarterly.csv,93.9
2010-03-31,2010,1,Education & Health,      Health & Social Services,gdp_deflators_by_industry_quarterly.csv,86.1
2010-03-31,2010,1,Finance & Insurance,    Finance & Insurance,gdp_deflators_by_industry_quarterly.csv,108.5
2010-03-31,2010,1,Information & Communications,      Accommodation,gdp_deflators_by_industry_quarterly.csv,79.7
2010-03-31,2010,1,Information & Communications,    Accommodation & Food Services,gdp_deflators_by_industry_quarterly.csv,83.5
2010-03-31,2010,1,Information & Communications,    Information & Communications,gdp_deflators_by_industry_quarterly.csv,95.3
2010-03-31,2010,1,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_quarterly.csv,15771.9
2010-03-31,2010,1,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_quarterly_sa.csv,15771.9
2010-03-31,2010,1,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_yoy_growth.csv,12.1
2010-03-31,2010,1,Information & Communications,  Accommodation,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",757.0
2010-03-31,2010,1,Macro: Gdp,GDP,gdp_deflators_by_industry_quarterly.csv,96.5
2010-03-31,2010,1,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_quarterly.csv,80698.6
2010-03-31,2010,1,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_quarterly_sa.csv,81783.9
2010-03-31,2010,1,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_yoy_growth.csv,16.3
2010-03-31,2010,1,Macro: Labor,Total Changes In Employment,DOS_Employment_Change_By_Sector_Quarterly.csv,36500.0
2010-03-31,2010,1,Macro: Tourism,Tourism Receipts,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",3603.0
2010-03-31,2010,1,Manufacturing,    Manufacturing,gdp_chained_2015_by_industry_quarterly.csv,16391.2
2010-03-31,2010,1,Manufacturing,    Manufacturing,gdp_chained_2015_by_industry_quarterly_sa.csv,17036.4
2010-03-31,2010,1,Manufacturing,    Manufacturing,gdp_chained_2015_by_industry_yoy_growth.csv,37.2
2010-03-31,2010,1,Manufacturing,    Manufacturing,gdp_deflators_by_industry_quarterly.csv,97.7
2010-03-31,2010,1,Other Industries,    Other Goods Industries,gdp_deflators_by_industry_quarterly.csv,97.0
2010-03-31,2010,1,Other Industries,    Utilities,gdp_deflators_by_industry_quarterly.csv,86.7
2010-03-31,2010,1,Other Industries,  Other Components,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",1269.0
2010-03-31,2010,1,Other Industries,  Others,International Visitor Arrivals By Place Of Residence.csv,30.0
2010-03-31,2010,1,Other Services,      Other Services - Others,gdp_deflators_by_industry_quarterly.csv,89.7
2010-03-31,2010,1,Other Services,    Other Services Industries,gdp_deflators_by_industry_quarterly.csv,88.6
2010-03-31,2010,1,Professional Services,      Professional Services,gdp_deflators_by_industry_quarterly.csv,85.7
2010-03-31,2010,1,Real Estate,      Real Estate,gdp_deflators_by_industry_quarterly.csv,81.4
2010-03-31,2010,1,Real Estate,"    Real Estate, Professional Services And Administrative & Support Services",gdp_deflators_by_industry_quarterly.csv,84.9
2010-03-31,2010,1,Real Estate,  Ownership Of Dwellings,gdp_deflators_by_industry_quarterly.csv,71.1
2010-03-31,2010,1,Transportation & Storage,    Transportation & Storage,gdp_deflators_by_industry_quarterly.csv,100.3
2010-03-31,2010,1,Wholesale & Retail Trade,      Retail Trade,gdp_deflators_by_industry_quarterly.csv,87.9
2010-03-31,2010,1,Wholesale & Retail Trade,      Wholesale Trade,gdp_deflators_by_industry_quarterly.csv,121.6
2010-03-31,2010,1,Wholesale & Retail Trade,    Wholesale & Retail Trade,gdp_deflators_by_industry_quarterly.csv,117.8
2010-03-31,2010,1,Wholesale & Retail Trade,    Wholesale & Retail Trade And Transportation & Storage,gdp_chained_2015_by_industry_quarterly.csv,17694.6
2010-03-31,2010,1,Wholesale & Retail Trade,    Wholesale & Retail Trade And Transportation & Storage,gdp_chained_2015_by_industry_quarterly_sa.csv,18066.4
2010-03-31,2010,1,Wholesale & Retail Trade,    Wholesale & Retail Trade And Transportation & Storage,gdp_chained_2015_by_industry_yoy_growth.csv,13.1
2010-03-31,2010,1,Wholesale & Retail Trade,  Shopping,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",942.0
2010-06-30,2010,2,Accommodation & Food Services,      Food & Beverage Services,gdp_deflators_by_industry_quarterly.csv,87.3
2010-06-30,2010,2,Accommodation & Food Services,  Food & Beverage,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",889.0
2010-06-30,2010,2,Admin & Support Services,      Administrative & Support Services,gdp_deflators_by_industry_quarterly.csv,89.9
2010-06-30,2010,2,Admin & Support Services,      Public Administration & Defence,gdp_deflators_by_industry_quarterly.csv,63.4
2010-06-30,2010,2,Arts & Recreation,"      Arts, Entertainment & Recreation",gdp_deflators_by_industry_quarterly.csv,85.4
2010-06-30,2010,2,Arts & Recreation,"  Sightseeing, Entertainment & Gaming","Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",1030.0
2010-06-30,2010,2,Construction,    Construction,gdp_chained_2015_by_industry_quarterly.csv,3704.5
2010-06-30,2010,2,Construction,    Construction,gdp_chained_2015_by_industry_quarterly_sa.csv,3866.4
2010-06-30,2010,2,Construction,    Construction,gdp_chained_2015_by_industry_yoy_growth.csv,12.6
2010-06-30,2010,2,Construction,    Construction,gdp_deflators_by_industry_quarterly.csv,96.1
2010-06-30,2010,2,Cross-Border / Trade Partner,    Australia,International Visitor Arrivals By Place Of Residence.csv,208193.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Bangladesh,International Visitor Arrivals By Place Of Residence.csv,23757.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Belgium & Luxembourg,International Visitor Arrivals By Place Of Residence.csv,5166.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Brunei Darussalam,International Visitor Arrivals By Place Of Residence.csv,14692.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Canada,International Visitor Arrivals By Place Of Residence.csv,17160.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    China,International Visitor Arrivals By Place Of Residence.csv,232419.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Denmark,International Visitor Arrivals By Place Of Residence.csv,5831.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Egypt,International Visitor Arrivals By Place Of Residence.csv,1018.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Finland,International Visitor Arrivals By Place Of Residence.csv,2933.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    France,International Visitor Arrivals By Place Of Residence.csv,29965.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Germany,International Visitor Arrivals By Place Of Residence.csv,43805.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Hong Kong SAR,International Visitor Arrivals By Place Of Residence.csv,99801.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    India,International Visitor Arrivals By Place Of Residence.csv,272656.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Indonesia,International Visitor Arrivals By Place Of Residence.csv,563330.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Iran,International Visitor Arrivals By Place Of Residence.csv,4750.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Israel,International Visitor Arrivals By Place Of Residence.csv,3160.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Italy,International Visitor Arrivals By Place Of Residence.csv,10134.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Japan,International Visitor Arrivals By Place Of Residence.csv,108475.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Kuwait,International Visitor Arrivals By Place Of Residence.csv,1562.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Malaysia,International Visitor Arrivals By Place Of Residence.csv,252502.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Mauritius,International Visitor Arrivals By Place Of Residence.csv,2271.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Myanmar,International Visitor Arrivals By Place Of Residence.csv,22438.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Netherlands,International Visitor Arrivals By Place Of Residence.csv,16359.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    New Zealand,International Visitor Arrivals By Place Of Residence.csv,24403.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Norway,International Visitor Arrivals By Place Of Residence.csv,6779.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In Africa,International Visitor Arrivals By Place Of Residence.csv,6207.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In Americas,International Visitor Arrivals By Place Of Residence.csv,7695.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In Europe,International Visitor Arrivals By Place Of Residence.csv,24023.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In Greater China,International Visitor Arrivals By Place Of Residence.csv,5912.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In North Asia,International Visitor Arrivals By Place Of Residence.csv,221.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In Oceania,International Visitor Arrivals By Place Of Residence.csv,3325.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In South Asia,International Visitor Arrivals By Place Of Residence.csv,5898.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In Southeast Asia,International Visitor Arrivals By Place Of Residence.csv,11792.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Other Markets In West Asia,International Visitor Arrivals By Place Of Residence.csv,4585.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Pakistan,International Visitor Arrivals By Place Of Residence.csv,6198.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Philippines,International Visitor Arrivals By Place Of Residence.csv,154257.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Rep Of Ireland,International Visitor Arrivals By Place Of Residence.csv,4893.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Russian Federation,International Visitor Arrivals By Place Of Residence.csv,11041.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Saudi Arabia,International Visitor Arrivals By Place Of Residence.csv,2751.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    South Africa (Rep Of),International Visitor Arrivals By Place Of Residence.csv,7047.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    South Korea,International Visitor Arrivals By Place Of Residence.csv,86979.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Spain,International Visitor Arrivals By Place Of Residence.csv,6492.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Sri Lanka,International Visitor Arrivals By Place Of Residence.csv,21754.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Sweden,International Visitor Arrivals By Place Of Residence.csv,6778.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Switzerland,International Visitor Arrivals By Place Of Residence.csv,17677.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Taiwan,International Visitor Arrivals By Place Of Residence.csv,45162.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Thailand,International Visitor Arrivals By Place Of Residence.csv,120294.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    USA,International Visitor Arrivals By Place Of Residence.csv,104659.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    United Arab Emirates,International Visitor Arrivals By Place Of Residence.csv,12685.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    United Kingdom,International Visitor Arrivals By Place Of Residence.csv,96407.0
2010-06-30,2010,2,Cross-Border / Trade Partner,    Vietnam,International Visitor Arrivals By Place Of Residence.csv,88424.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  Africa,International Visitor Arrivals By Place Of Residence.csv,16543.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  Americas,International Visitor Arrivals By Place Of Residence.csv,129514.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  Europe,International Visitor Arrivals By Place Of Residence.csv,288283.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  Greater China,International Visitor Arrivals By Place Of Residence.csv,383294.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  North Asia,International Visitor Arrivals By Place Of Residence.csv,195675.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  Oceania,International Visitor Arrivals By Place Of Residence.csv,235921.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  South Asia,International Visitor Arrivals By Place Of Residence.csv,330263.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  Southeast Asia,International Visitor Arrivals By Place Of Residence.csv,1227729.0
2010-06-30,2010,2,Cross-Border / Trade Partner,  West Asia,International Visitor Arrivals By Place Of Residence.csv,29493.0
2010-06-30,2010,2,Education & Health,      Education,gdp_deflators_by_industry_quarterly.csv,75.9
2010-06-30,2010,2,Education & Health,      Health & Social Services,gdp_deflators_by_industry_quarterly.csv,83.6
2010-06-30,2010,2,Finance & Insurance,    Finance & Insurance,gdp_deflators_by_industry_quarterly.csv,105.0
2010-06-30,2010,2,Information & Communications,      Accommodation,gdp_deflators_by_industry_quarterly.csv,85.0
2010-06-30,2010,2,Information & Communications,    Accommodation & Food Services,gdp_deflators_by_industry_quarterly.csv,86.0
2010-06-30,2010,2,Information & Communications,    Information & Communications,gdp_deflators_by_industry_quarterly.csv,94.9
2010-06-30,2010,2,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_quarterly.csv,16111.3
2010-06-30,2010,2,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_quarterly_sa.csv,16111.3
2010-06-30,2010,2,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_yoy_growth.csv,8.7
2010-06-30,2010,2,Information & Communications,  Accommodation,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",1686.0
2010-06-30,2010,2,Macro: Gdp,GDP,gdp_deflators_by_industry_quarterly.csv,93.4
2010-06-30,2010,2,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_quarterly.csv,86924.0
2010-06-30,2010,2,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_quarterly_sa.csv,86693.4
2010-06-30,2010,2,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_yoy_growth.csv,18.6
2010-06-30,2010,2,Macro: Labor,Total Changes In Employment,DOS_Employment_Change_By_Sector_Quarterly.csv,24900.0
2010-06-30,2010,2,Macro: Tourism,Tourism Receipts,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",8077.0
2010-06-30,2010,2,Manufacturing,    Manufacturing,gdp_chained_2015_by_industry_quarterly.csv,19901.8
2010-06-30,2010,2,Manufacturing,    Manufacturing,gdp_chained_2015_by_industry_quarterly_sa.csv,19842.1
2010-06-30,2010,2,Manufacturing,    Manufacturing,gdp_chained_2015_by_industry_yoy_growth.csv,45.2
2010-06-30,2010,2,Manufacturing,    Manufacturing,gdp_deflators_by_industry_quarterly.csv,87.9
2010-06-30,2010,2,Other Industries,    Other Goods Industries,gdp_deflators_by_industry_quarterly.csv,98.7
2010-06-30,2010,2,Other Industries,    Utilities,gdp_deflators_by_industry_quarterly.csv,91.2
2010-06-30,2010,2,Other Industries,  Other Components,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2576.0
2010-06-30,2010,2,Other Industries,  Others,International Visitor Arrivals By Place Of Residence.csv,6.0
2010-06-30,2010,2,Other Services,      Other Services - Others,gdp_deflators_by_industry_quarterly.csv,88.1
2010-06-30,2010,2,Other Services,    Other Services Industries,gdp_deflators_by_industry_quarterly.csv,77.2
2010-06-30,2010,2,Professional Services,      Professional Services,gdp_deflators_by_industry_quarterly.csv,87.0
2010-06-30,2010,2,Real Estate,      Real Estate,gdp_deflators_by_industry_quarterly.csv,84.6
2010-06-30,2010,2,Real Estate,"    Real Estate, Professional Services And Administrative & Support Services",gdp_deflators_by_industry_quarterly.csv,86.9
2010-06-30,2010,2,Real Estate,  Ownership Of Dwellings,gdp_deflators_by_industry_quarterly.csv,74.1
2010-06-30,2010,2,Transportation & Storage,    Transportation & Storage,gdp_deflators_by_industry_quarterly.csv,98.7
2010-06-30,2010,2,Wholesale & Retail Trade,      Retail Trade,gdp_deflators_by_industry_quarterly.csv,89.7
2010-06-30,2010,2,Wholesale & Retail Trade,      Wholesale Trade,gdp_deflators_by_industry_quarterly.csv,122.1
2010-06-30,2010,2,Wholesale & Retail Trade,    Wholesale & Retail Trade,gdp_deflators_by_industry_quarterly.csv,118.5
2010-06-30,2010,2,Wholesale & Retail Trade,    Wholesale & Retail Trade And Transportation & Storage,gdp_chained_2015_by_industry_quarterly.csv,18566.5
2010-06-30,2010,2,Wholesale & Retail Trade,    Wholesale & Retail Trade And Transportation & Storage,gdp_chained_2015_by_industry_quarterly_sa.csv,18527.8
2010-06-30,2010,2,Wholesale & Retail Trade,    Wholesale & Retail Trade And Transportation & Storage,gdp_chained_2015_by_industry_yoy_growth.csv,14.5
2010-06-30,2010,2,Wholesale & Retail Trade,  Shopping,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",1897.0
2010-09-30,2010,3,Accommodation & Food Services,      Food & Beverage Services,gdp_deflators_by_industry_quarterly.csv,89.2
2010-09-30,2010,3,Accommodation & Food Services,  Food & Beverage,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",1390.0
2010-09-30,2010,3,Admin & Support Services,      Administrative & Support Services,gdp_deflators_by_industry_quarterly.csv,92.5
2010-09-30,2010,3,Admin & Support Services,      Public Administration & Defence,gdp_deflators_by_industry_quarterly.csv,69.3
2010-09-30,2010,3,Arts & Recreation,"      Arts, Entertainment & Recreation",gdp_deflators_by_industry_quarterly.csv,85.9
2010-09-30,2010,3,Arts & Recreation,"  Sightseeing, Entertainment & Gaming","Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",2178.0
2010-09-30,2010,3,Construction,    Construction,gdp_chained_2015_by_industry_quarterly.csv,3808.9
2010-09-30,2010,3,Construction,    Construction,gdp_chained_2015_by_industry_quarterly_sa.csv,3797.5
2010-09-30,2010,3,Construction,    Construction,gdp_chained_2015_by_industry_yoy_growth.csv,7.0
2010-09-30,2010,3,Construction,    Construction,gdp_deflators_by_industry_quarterly.csv,93.2
2010-09-30,2010,3,Cross-Border / Trade Partner,    Australia,International Visitor Arrivals By Place Of Residence.csv,235804.0
2010-09-30,2010,3,Cross-Border / Trade Partner,    Bangladesh,International Visitor Arrivals By Place Of Residence.csv,24459.0
2010-09-30,2010,3,Cross-Border / Trade Partner,    Belgium & Luxembourg,International Visitor Arrivals By Place Of Residence.csv,7045.0
2010-09-30,2010,3,Cross-Border / Trade Partner,    Brunei Darussalam,International Visitor Arrivals By Place Of Residence.csv,14450.0
2010-09-30,2010,3,Cross-Border / Trade Partner,    Canada,International Visitor Arrivals By Place Of Residence.csv,17380.0
2010-09-30,2010,3,Cross-Border / Trade Partner,    China,International Visitor Arrivals By Place Of Residence.csv,322828.0
2010-09-30,2010,3,Cross-Border / Trade Partner,    Denmark,International Visitor Arrivals By Place Of Residence.csv,6356.0
