date,year,quarter,clean_sector,raw_variable,source_file,value
2012-12-31,2012,4,Cross-Border / Trade Partner,    Egypt,International Visitor Arrivals By Place Of Residence.csv,942.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Finland,International Visitor Arrivals By Place Of Residence.csv,9098.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    France,International Visitor Arrivals By Place Of Residence.csv,35723.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Germany,International Visitor Arrivals By Place Of Residence.csv,63336.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Hong Kong SAR,International Visitor Arrivals By Place Of Residence.csv,117633.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    India,International Visitor Arrivals By Place Of Residence.csv,225414.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Indonesia,International Visitor Arrivals By Place Of Residence.csv,752255.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Iran,International Visitor Arrivals By Place Of Residence.csv,2006.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Israel,International Visitor Arrivals By Place Of Residence.csv,3457.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Italy,International Visitor Arrivals By Place Of Residence.csv,14549.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Japan,International Visitor Arrivals By Place Of Residence.csv,202670.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Kuwait,International Visitor Arrivals By Place Of Residence.csv,1664.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Malaysia,International Visitor Arrivals By Place Of Residence.csv,353622.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Mauritius,International Visitor Arrivals By Place Of Residence.csv,2941.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Myanmar,International Visitor Arrivals By Place Of Residence.csv,21878.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Netherlands,International Visitor Arrivals By Place Of Residence.csv,19550.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    New Zealand,International Visitor Arrivals By Place Of Residence.csv,30031.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Norway,International Visitor Arrivals By Place Of Residence.csv,9379.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In Africa,International Visitor Arrivals By Place Of Residence.csv,5908.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In Americas,International Visitor Arrivals By Place Of Residence.csv,14862.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In Europe,International Visitor Arrivals By Place Of Residence.csv,39073.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In Greater China,International Visitor Arrivals By Place Of Residence.csv,5904.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In North Asia,International Visitor Arrivals By Place Of Residence.csv,668.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In Oceania,International Visitor Arrivals By Place Of Residence.csv,4327.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In South Asia,International Visitor Arrivals By Place Of Residence.csv,6644.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In Southeast Asia,International Visitor Arrivals By Place Of Residence.csv,12678.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Other Markets In West Asia,International Visitor Arrivals By Place Of Residence.csv,6033.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Pakistan,International Visitor Arrivals By Place Of Residence.csv,4480.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Philippines,International Visitor Arrivals By Place Of Residence.csv,169546.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Rep Of Ireland,International Visitor Arrivals By Place Of Residence.csv,4818.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Russian Federation,International Visitor Arrivals By Place Of Residence.csv,18582.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Saudi Arabia,International Visitor Arrivals By Place Of Residence.csv,4623.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    South Africa (Rep Of),International Visitor Arrivals By Place Of Residence.csv,9400.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    South Korea,International Visitor Arrivals By Place Of Residence.csv,99959.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Spain,International Visitor Arrivals By Place Of Residence.csv,9325.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Sri Lanka,International Visitor Arrivals By Place Of Residence.csv,24562.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Sweden,International Visitor Arrivals By Place Of Residence.csv,12719.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Switzerland,International Visitor Arrivals By Place Of Residence.csv,22121.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Taiwan,International Visitor Arrivals By Place Of Residence.csv,61674.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Thailand,International Visitor Arrivals By Place Of Residence.csv,131592.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    USA,International Visitor Arrivals By Place Of Residence.csv,121973.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    United Arab Emirates,International Visitor Arrivals By Place Of Residence.csv,15849.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    United Kingdom,International Visitor Arrivals By Place Of Residence.csv,115941.0
2012-12-31,2012,4,Cross-Border / Trade Partner,    Vietnam,International Visitor Arrivals By Place Of Residence.csv,79174.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  Africa,International Visitor Arrivals By Place Of Residence.csv,19191.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  Americas,International Visitor Arrivals By Place Of Residence.csv,160428.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  Europe,International Visitor Arrivals By Place Of Residence.csv,387568.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  Greater China,International Visitor Arrivals By Place Of Residence.csv,703961.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  North Asia,International Visitor Arrivals By Place Of Residence.csv,303297.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  Oceania,International Visitor Arrivals By Place Of Residence.csv,321675.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  South Asia,International Visitor Arrivals By Place Of Residence.csv,289574.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  Southeast Asia,International Visitor Arrivals By Place Of Residence.csv,1544362.0
2012-12-31,2012,4,Cross-Border / Trade Partner,  West Asia,International Visitor Arrivals By Place Of Residence.csv,33632.0
2012-12-31,2012,4,Cross-Border / Trade Partner,Africa,"Exports Of Services By Major Trading Partner, Annual.csv",3681.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Africa,"Imports Of Services By Major Trading Partner, Annual.csv",1764.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Australia,"Exports Of Services By Major Trading Partner, Annual.csv",11454.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Australia,"Imports Of Services By Major Trading Partner, Annual.csv",4676.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Bangladesh,"Exports Of Services By Major Trading Partner, Annual.csv",349.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Bangladesh,"Imports Of Services By Major Trading Partner, Annual.csv",160.0
2012-12-31,2012,4,Cross-Border / Trade Partner,Belgium,"Exports Of Services By Major Trading Partner, Annual.csv",392.4
2012-12-31,2012,4,Cross-Border / Trade Partner,Belgium,"Imports Of Services By Major Trading Partner, Annual.csv",359.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Bermuda,"Exports Of Services By Major Trading Partner, Annual.csv",560.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Bermuda,"Imports Of Services By Major Trading Partner, Annual.csv",5314.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Brazil,"Exports Of Services By Major Trading Partner, Annual.csv",1435.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Brazil,"Imports Of Services By Major Trading Partner, Annual.csv",182.2
2012-12-31,2012,4,Cross-Border / Trade Partner,British Virgin Islands,"Exports Of Services By Major Trading Partner, Annual.csv",844.2
2012-12-31,2012,4,Cross-Border / Trade Partner,British Virgin Islands,"Imports Of Services By Major Trading Partner, Annual.csv",519.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Brunei Darussalam,"Exports Of Services By Major Trading Partner, Annual.csv",464.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Brunei Darussalam,"Imports Of Services By Major Trading Partner, Annual.csv",58.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Cambodia,"Exports Of Services By Major Trading Partner, Annual.csv",115.0
2012-12-31,2012,4,Cross-Border / Trade Partner,Cambodia,"Imports Of Services By Major Trading Partner, Annual.csv",127.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Canada,"Exports Of Services By Major Trading Partner, Annual.csv",1172.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Canada,"Imports Of Services By Major Trading Partner, Annual.csv",697.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Cayman Islands,"Exports Of Services By Major Trading Partner, Annual.csv",784.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Cayman Islands,"Imports Of Services By Major Trading Partner, Annual.csv",5905.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Chile,"Exports Of Services By Major Trading Partner, Annual.csv",232.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Chile,"Imports Of Services By Major Trading Partner, Annual.csv",55.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Cyprus,"Exports Of Services By Major Trading Partner, Annual.csv",132.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Cyprus,"Imports Of Services By Major Trading Partner, Annual.csv",147.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Denmark,"Exports Of Services By Major Trading Partner, Annual.csv",1534.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Denmark,"Imports Of Services By Major Trading Partner, Annual.csv",1101.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Egypt,"Exports Of Services By Major Trading Partner, Annual.csv",186.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Egypt,"Imports Of Services By Major Trading Partner, Annual.csv",141.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Europe,"Exports Of Services By Major Trading Partner, Annual.csv",31890.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Europe,"Imports Of Services By Major Trading Partner, Annual.csv",35344.7
2012-12-31,2012,4,Cross-Border / Trade Partner,European Union (EU-27),"Exports Of Services By Major Trading Partner, Annual.csv",16278.0
2012-12-31,2012,4,Cross-Border / Trade Partner,European Union (EU-27),"Imports Of Services By Major Trading Partner, Annual.csv",21341.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Finland,"Exports Of Services By Major Trading Partner, Annual.csv",283.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Finland,"Imports Of Services By Major Trading Partner, Annual.csv",43.5
2012-12-31,2012,4,Cross-Border / Trade Partner,France,"Exports Of Services By Major Trading Partner, Annual.csv",1565.0
2012-12-31,2012,4,Cross-Border / Trade Partner,France,"Imports Of Services By Major Trading Partner, Annual.csv",3460.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Germany,"Exports Of Services By Major Trading Partner, Annual.csv",3470.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Germany,"Imports Of Services By Major Trading Partner, Annual.csv",2806.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Greece,"Exports Of Services By Major Trading Partner, Annual.csv",494.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Greece,"Imports Of Services By Major Trading Partner, Annual.csv",559.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Hong Kong,"Exports Of Services By Major Trading Partner, Annual.csv",5156.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Hong Kong,"Imports Of Services By Major Trading Partner, Annual.csv",4233.6
2012-12-31,2012,4,Cross-Border / Trade Partner,India,"Exports Of Services By Major Trading Partner, Annual.csv",4375.0
2012-12-31,2012,4,Cross-Border / Trade Partner,India,"Imports Of Services By Major Trading Partner, Annual.csv",3039.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Indonesia,"Exports Of Services By Major Trading Partner, Annual.csv",4062.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Indonesia,"Imports Of Services By Major Trading Partner, Annual.csv",1816.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Ireland,"Exports Of Services By Major Trading Partner, Annual.csv",3349.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Ireland,"Imports Of Services By Major Trading Partner, Annual.csv",3620.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Israel,"Exports Of Services By Major Trading Partner, Annual.csv",146.4
2012-12-31,2012,4,Cross-Border / Trade Partner,Israel,"Imports Of Services By Major Trading Partner, Annual.csv",113.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Italy,"Exports Of Services By Major Trading Partner, Annual.csv",679.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Italy,"Imports Of Services By Major Trading Partner, Annual.csv",469.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Japan,"Exports Of Services By Major Trading Partner, Annual.csv",8251.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Japan,"Imports Of Services By Major Trading Partner, Annual.csv",6482.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Kuwait,"Exports Of Services By Major Trading Partner, Annual.csv",182.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Kuwait,"Imports Of Services By Major Trading Partner, Annual.csv",63.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Liberia,"Exports Of Services By Major Trading Partner, Annual.csv",121.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Liberia,"Imports Of Services By Major Trading Partner, Annual.csv",500.4
2012-12-31,2012,4,Cross-Border / Trade Partner,Luxembourg,"Exports Of Services By Major Trading Partner, Annual.csv",833.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Luxembourg,"Imports Of Services By Major Trading Partner, Annual.csv",197.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Mainland China,"Exports Of Services By Major Trading Partner, Annual.csv",7484.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Mainland China,"Imports Of Services By Major Trading Partner, Annual.csv",6996.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Malaysia,"Exports Of Services By Major Trading Partner, Annual.csv",4348.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Malaysia,"Imports Of Services By Major Trading Partner, Annual.csv",2568.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Marshall Islands,"Exports Of Services By Major Trading Partner, Annual.csv",398.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Marshall Islands,"Imports Of Services By Major Trading Partner, Annual.csv",705.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Mauritius,"Exports Of Services By Major Trading Partner, Annual.csv",1234.0
2012-12-31,2012,4,Cross-Border / Trade Partner,Mauritius,"Imports Of Services By Major Trading Partner, Annual.csv",168.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Mexico,"Exports Of Services By Major Trading Partner, Annual.csv",237.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Mexico,"Imports Of Services By Major Trading Partner, Annual.csv",194.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Myanmar,"Exports Of Services By Major Trading Partner, Annual.csv",225.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Myanmar,"Imports Of Services By Major Trading Partner, Annual.csv",81.4
2012-12-31,2012,4,Cross-Border / Trade Partner,Netherlands,"Exports Of Services By Major Trading Partner, Annual.csv",2435.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Netherlands,"Imports Of Services By Major Trading Partner, Annual.csv",7893.8
2012-12-31,2012,4,Cross-Border / Trade Partner,New Zealand,"Exports Of Services By Major Trading Partner, Annual.csv",1228.2
2012-12-31,2012,4,Cross-Border / Trade Partner,New Zealand,"Imports Of Services By Major Trading Partner, Annual.csv",553.4
2012-12-31,2012,4,Cross-Border / Trade Partner,Nigeria,"Exports Of Services By Major Trading Partner, Annual.csv",268.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Nigeria,"Imports Of Services By Major Trading Partner, Annual.csv",142.5
2012-12-31,2012,4,Cross-Border / Trade Partner,North America,"Exports Of Services By Major Trading Partner, Annual.csv",20382.9
2012-12-31,2012,4,Cross-Border / Trade Partner,North America,"Imports Of Services By Major Trading Partner, Annual.csv",30497.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Norway,"Exports Of Services By Major Trading Partner, Annual.csv",1693.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Norway,"Imports Of Services By Major Trading Partner, Annual.csv",963.4
2012-12-31,2012,4,Cross-Border / Trade Partner,Oceania,"Exports Of Services By Major Trading Partner, Annual.csv",14041.0
2012-12-31,2012,4,Cross-Border / Trade Partner,Oceania,"Imports Of Services By Major Trading Partner, Annual.csv",6069.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Pakistan,"Exports Of Services By Major Trading Partner, Annual.csv",192.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Pakistan,"Imports Of Services By Major Trading Partner, Annual.csv",160.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Panama,"Exports Of Services By Major Trading Partner, Annual.csv",316.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Panama,"Imports Of Services By Major Trading Partner, Annual.csv",510.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Papua New Guinea,"Exports Of Services By Major Trading Partner, Annual.csv",574.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Papua New Guinea,"Imports Of Services By Major Trading Partner, Annual.csv",85.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Peru,"Exports Of Services By Major Trading Partner, Annual.csv",77.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Peru,"Imports Of Services By Major Trading Partner, Annual.csv",59.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Philippines,"Exports Of Services By Major Trading Partner, Annual.csv",1247.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Philippines,"Imports Of Services By Major Trading Partner, Annual.csv",874.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Portugal,"Exports Of Services By Major Trading Partner, Annual.csv",312.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Portugal,"Imports Of Services By Major Trading Partner, Annual.csv",66.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Qatar,"Exports Of Services By Major Trading Partner, Annual.csv",229.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Qatar,"Imports Of Services By Major Trading Partner, Annual.csv",94.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Republic Of Korea,"Exports Of Services By Major Trading Partner, Annual.csv",2731.0
2012-12-31,2012,4,Cross-Border / Trade Partner,Republic Of Korea,"Imports Of Services By Major Trading Partner, Annual.csv",2459.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Russian Federation,"Exports Of Services By Major Trading Partner, Annual.csv",344.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Russian Federation,"Imports Of Services By Major Trading Partner, Annual.csv",253.9
2012-12-31,2012,4,Cross-Border / Trade Partner,Saudi Arabia,"Exports Of Services By Major Trading Partner, Annual.csv",559.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Saudi Arabia,"Imports Of Services By Major Trading Partner, Annual.csv",165.3
2012-12-31,2012,4,Cross-Border / Trade Partner,South Africa,"Exports Of Services By Major Trading Partner, Annual.csv",437.7
2012-12-31,2012,4,Cross-Border / Trade Partner,South Africa,"Imports Of Services By Major Trading Partner, Annual.csv",236.3
2012-12-31,2012,4,Cross-Border / Trade Partner,South And Central America And The Caribbean,"Exports Of Services By Major Trading Partner, Annual.csv",5442.3
2012-12-31,2012,4,Cross-Border / Trade Partner,South And Central America And The Caribbean,"Imports Of Services By Major Trading Partner, Annual.csv",13349.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Spain,"Exports Of Services By Major Trading Partner, Annual.csv",231.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Spain,"Imports Of Services By Major Trading Partner, Annual.csv",137.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Sri Lanka,"Exports Of Services By Major Trading Partner, Annual.csv",191.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Sri Lanka,"Imports Of Services By Major Trading Partner, Annual.csv",121.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Sweden,"Exports Of Services By Major Trading Partner, Annual.csv",204.2
2012-12-31,2012,4,Cross-Border / Trade Partner,Sweden,"Imports Of Services By Major Trading Partner, Annual.csv",167.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Switzerland,"Exports Of Services By Major Trading Partner, Annual.csv",4269.8
2012-12-31,2012,4,Cross-Border / Trade Partner,Switzerland,"Imports Of Services By Major Trading Partner, Annual.csv",4281.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Taiwan,"Exports Of Services By Major Trading Partner, Annual.csv",2122.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Taiwan,"Imports Of Services By Major Trading Partner, Annual.csv",2095.3
2012-12-31,2012,4,Cross-Border / Trade Partner,Thailand,"Exports Of Services By Major Trading Partner, Annual.csv",3009.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Thailand,"Imports Of Services By Major Trading Partner, Annual.csv",1439.6
2012-12-31,2012,4,Cross-Border / Trade Partner,Turkiye,"Exports Of Services By Major Trading Partner, Annual.csv",143.7
2012-12-31,2012,4,Cross-Border / Trade Partner,Turkiye,"Imports Of Services By Major Trading Partner, Annual.csv",214.8
2012-12-31,2012,4,Cross-Border / Trade Partner,United Arab Emirates,"Exports Of Services By Major Trading Partner, Annual.csv",1874.0
2012-12-31,2012,4,Cross-Border / Trade Partner,United Arab Emirates,"Imports Of Services By Major Trading Partner, Annual.csv",1445.0
2012-12-31,2012,4,Cross-Border / Trade Partner,United Kingdom,"Exports Of Services By Major Trading Partner, Annual.csv",8311.3
2012-12-31,2012,4,Cross-Border / Trade Partner,United Kingdom,"Imports Of Services By Major Trading Partner, Annual.csv",7247.3
2012-12-31,2012,4,Cross-Border / Trade Partner,United States Of America,"Exports Of Services By Major Trading Partner, Annual.csv",19208.2
2012-12-31,2012,4,Cross-Border / Trade Partner,United States Of America,"Imports Of Services By Major Trading Partner, Annual.csv",29605.1
2012-12-31,2012,4,Cross-Border / Trade Partner,Vietnam,"Exports Of Services By Major Trading Partner, Annual.csv",1516.5
2012-12-31,2012,4,Cross-Border / Trade Partner,Vietnam,"Imports Of Services By Major Trading Partner, Annual.csv",918.2
2012-12-31,2012,4,Education & Health,      Education,gdp_contribution_to_growth_by_industry.csv,0.1
2012-12-31,2012,4,Education & Health,      Education,gdp_current_prices_by_industry.csv,11124.0
2012-12-31,2012,4,Education & Health,      Education,gdp_deflators_by_industry_annually.csv,91.0
2012-12-31,2012,4,Education & Health,      Education,gdp_deflators_by_industry_quarterly.csv,98.2
2012-12-31,2012,4,Education & Health,      Education Services,"Trade In Services By Detailed Services Category, Annual.csv",116.1
2012-12-31,2012,4,Education & Health,      Health & Social Services,gdp_contribution_to_growth_by_industry.csv,0.1
2012-12-31,2012,4,Education & Health,      Health & Social Services,gdp_current_prices_by_industry.csv,7720.2
2012-12-31,2012,4,Education & Health,      Health & Social Services,gdp_deflators_by_industry_annually.csv,92.6
2012-12-31,2012,4,Education & Health,      Health & Social Services,gdp_deflators_by_industry_quarterly.csv,95.2
2012-12-31,2012,4,Education & Health,      Health Services,"Trade In Services By Detailed Services Category, Annual.csv",304.8
2012-12-31,2012,4,Finance & Insurance,      Explicitly Charged And Other Financial Services,"Trade In Services By Detailed Services Category, Annual.csv",19296.9
2012-12-31,2012,4,Finance & Insurance,    Finance & Insurance,gdp_contribution_to_growth_by_industry.csv,0.6
2012-12-31,2012,4,Finance & Insurance,    Finance & Insurance,gdp_current_prices_by_industry.csv,37722.1
2012-12-31,2012,4,Finance & Insurance,    Finance & Insurance,gdp_deflators_by_industry_annually.csv,101.6
2012-12-31,2012,4,Finance & Insurance,    Finance & Insurance,gdp_deflators_by_industry_quarterly.csv,99.2
2012-12-31,2012,4,Finance & Insurance,    Financial,"Trade In Services By Detailed Services Category, Annual.csv",24728.8
2012-12-31,2012,4,Finance & Insurance,    Financial,Trade In Services By Services Category.csv,24728.8
2012-12-31,2012,4,Finance & Insurance,    Insurance,"Trade In Services By Detailed Services Category, Annual.csv",6894.9
2012-12-31,2012,4,Finance & Insurance,    Insurance,Trade In Services By Services Category.csv,6894.9
2012-12-31,2012,4,Information & Communications,      Accommodation,gdp_contribution_to_growth_by_industry.csv,0.0
2012-12-31,2012,4,Information & Communications,      Accommodation,gdp_current_prices_by_industry.csv,3494.6
2012-12-31,2012,4,Information & Communications,      Accommodation,gdp_deflators_by_industry_annually.csv,99.5
2012-12-31,2012,4,Information & Communications,      Accommodation,gdp_deflators_by_industry_quarterly.csv,100.4
2012-12-31,2012,4,Information & Communications,      Audio-Visual And Related Services And Others,"Trade In Services By Detailed Services Category, Annual.csv",735.6
2012-12-31,2012,4,Information & Communications,      Computer Services,"Trade In Services By Detailed Services Category, Annual.csv",13637.9
2012-12-31,2012,4,Information & Communications,      Financial Intermediation Services Indirectly Measured (FISIM),"Trade In Services By Detailed Services Category, Annual.csv",5431.9
2012-12-31,2012,4,Information & Communications,      Information Services,"Trade In Services By Detailed Services Category, Annual.csv",778.3
2012-12-31,2012,4,Information & Communications,      Licenses To Reproduce And/Or Distribute Audio-Visual And Related Products,"Trade In Services By Detailed Services Category, Annual.csv",729.8
2012-12-31,2012,4,Information & Communications,      Licenses To Reproduce And/Or Distribute Computer Software And Other IP Charges,"Trade In Services By Detailed Services Category, Annual.csv",7996.9
2012-12-31,2012,4,Information & Communications,      Telecommunications Services,"Trade In Services By Detailed Services Category, Annual.csv",3502.9
2012-12-31,2012,4,Information & Communications,    Accommodation & Food Services,gdp_contribution_to_growth_by_industry.csv,0.1
2012-12-31,2012,4,Information & Communications,    Accommodation & Food Services,gdp_current_prices_by_industry.csv,7847.6
2012-12-31,2012,4,Information & Communications,    Accommodation & Food Services,gdp_deflators_by_industry_annually.csv,95.7
2012-12-31,2012,4,Information & Communications,    Accommodation & Food Services,gdp_deflators_by_industry_quarterly.csv,96.5
2012-12-31,2012,4,Information & Communications,    Information & Communications,gdp_contribution_to_growth_by_industry.csv,0.3
2012-12-31,2012,4,Information & Communications,    Information & Communications,gdp_current_prices_by_industry.csv,14011.6
2012-12-31,2012,4,Information & Communications,    Information & Communications,gdp_deflators_by_industry_annually.csv,99.5
2012-12-31,2012,4,Information & Communications,    Information & Communications,gdp_deflators_by_industry_quarterly.csv,101.8
2012-12-31,2012,4,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_quarterly.csv,19119.8
2012-12-31,2012,4,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_quarterly_sa.csv,19119.8
2012-12-31,2012,4,Information & Communications,"    Information & Communications, Finance & Insurance And Professional Services",gdp_chained_2015_by_industry_yoy_growth.csv,7.3
2012-12-31,2012,4,Information & Communications,"    Telecommunications, Computer & Information","Trade In Services By Detailed Services Category, Annual.csv",17919.1
2012-12-31,2012,4,Information & Communications,"    Telecommunications, Computer & Information",Trade In Services By Services Category.csv,17919.1
2012-12-31,2012,4,Information & Communications,  Accommodation,"Tourism Receipts By Major Components (Year-To-Date), Quarterly.csv",5038.0
2012-12-31,2012,4,Macro: Gdp,GDP,gdp_deflators_by_industry_annually.csv,97.7
2012-12-31,2012,4,Macro: Gdp,GDP,gdp_deflators_by_industry_quarterly.csv,98.4
2012-12-31,2012,4,Macro: Gdp,GDP In Chained (2015) Dollars,gdp_chained_2015_by_industry_quarterly.csv,96455.2
